id,time,earnings,age,agesq,school,ethblack,urban,regne,regnc,regw,regs,asvabc
3040,2,5.885782242,19,361,12,0,1,1,0,0,0,50.5
3041,2,5.609379768,23,529,12,0,1,1,0,0,0,62.75
3042,2,6.243483067,20,400,12,0,1,1,0,0,0,49.5
3050,2,14.51935196,22,484,8,0,1,1,0,0,0,34.25
3054,2,8.357162476,22,484,12,0,1,1,0,0,0,45.75
3055,2,8.61730957,18,324,12,0,1,1,0,0,0,37.75
3059,2,14.06409836,24,576,12,0,1,1,0,0,0,41.5
3060,2,8.942490578,22,484,14,0,1,0,0,0,1,41.5
3061,2,11.33257198,24,576,16,0,1,0,0,0,1,52.5
3062,2,18.35649109,24,576,16,0,1,1,0,0,0,61
3064,2,6.584924221,24,576,15,1,1,1,0,0,0,47.5
3068,2,8.58479023,24,576,12,1,1,1,0,0,0,45.5
3075,2,6.145928383,24,576,12,1,1,1,0,0,0,36
3081,2,4.601316452,18,324,12,0,0,1,0,0,0,50
3083,2,7.804354191,23,529,14,0,0,0,0,0,1,52.75
3090,2,6.601183891,21,441,12,0,0,1,0,0,0,56
3093,2,7.072695255,25,625,12,0,0,1,0,0,0,39.25
3096,2,12.19430447,23,529,13,0,1,0,1,0,0,54.75
3098,2,14.22668552,21,441,12,0,1,1,0,0,0,58.5
3100,2,8.58479023,24,576,12,0,1,1,0,0,0,46.25
3101,2,5.446787834,20,400,12,0,0,1,0,0,0,52.5
3102,2,6.828809261,21,441,12,0,1,0,0,0,1,62.75
3103,2,5.576860905,18,324,10,0,0,1,0,0,0,29.5
3108,2,7.869391441,21,441,12,0,0,1,0,0,0,48.75
3109,2,6.714995861,20,400,14,0,1,1,0,0,0,62.75
3111,2,11.23501873,21,441,12,0,1,1,0,0,0,61
3115,2,6.747513294,19,361,12,0,1,1,0,0,0,59
3116,2,17.07202339,25,625,12,0,1,1,0,0,0,54.75
3117,2,7.31658268,22,484,13,0,1,1,0,0,0,53.25
3118,2,6.601183891,18,324,12,0,1,1,0,0,0,43
3119,2,5.446787834,22,484,11,0,1,1,0,0,0,32.75
3122,2,8.45471859,20,400,12,0,0,0,0,1,0,59
3124,2,6.503628731,20,400,12,0,1,1,0,0,0,56.75
3127,2,2.699005127,19,361,12,0,1,1,0,0,0,40.75
3131,2,14.09661388,23,529,16,0,1,1,0,0,0,59.5
3134,2,5.446787834,23,529,12,0,1,1,0,0,0,41.75
3135,2,7.658022404,20,400,12,0,1,1,0,0,0,47.75
3140,2,14.50309086,23,529,13,0,1,1,0,0,0,51
3147,2,12.11300755,23,529,16,0,1,1,0,0,0,61
3150,2,9.105078697,24,576,16,0,1,1,0,0,0,61
3152,2,12.47070408,22,484,16,0,1,1,0,0,0,57.5
3154,2,13.39747334,23,529,16,0,1,1,0,0,0,61.75
3159,2,5.690674305,21,441,14,0,1,0,0,1,0,56.5
3164,2,9.283929825,22,484,12,0,0,1,0,0,0,38.5
3175,2,5.446787834,20,400,12,1,1,1,0,0,0,40.25
3176,2,9.040043831,24,576,12,1,1,1,0,0,0,53
3177,2,10.9748745,21,441,12,1,1,1,0,0,0,37.75
3178,2,7.901909351,20,400,12,1,1,1,0,0,0,41.75
3182,2,6.503628731,22,484,16,0,1,1,0,0,0,63.75
3192,2,5.446787834,23,529,11,1,1,1,0,0,0,46
3193,2,12.19430447,21,441,12,0,1,1,0,0,0,56.5
3194,2,8.58479023,20,400,11,0,1,1,0,0,0,43
3196,2,13.33243752,22,484,12,0,1,1,0,0,0,53.5
3197,2,6.422332287,21,441,12,0,1,1,0,0,0,47
3199,2,10.76350498,20,400,12,0,1,1,0,0,0,40.75
3200,2,13.20236778,23,529,8,0,1,1,0,0,0,48.5
3202,2,8.68234539,22,484,12,0,1,1,0,0,0,47.5
3203,2,5.918302059,19,361,12,0,1,1,0,0,0,48
3207,2,9.755443573,24,576,12,0,1,1,0,0,0,55.25
3209,2,4.877721786,19,361,12,0,1,1,0,0,0,53.5
3211,2,9.446520805,25,625,13,0,1,1,0,0,0,51.5
3222,2,6.666218758,22,484,16,0,1,1,0,0,0,57.25
3230,2,9.153857231,18,324,10,0,1,1,0,0,0,35
3231,2,4.633835316,18,324,12,0,1,1,0,0,0,52.5
3232,2,10.56839848,24,576,12,0,1,1,0,0,0,56.5
3233,2,7.088956356,23,529,12,0,1,1,0,0,0,53
3234,2,7.804354191,22,484,12,0,1,1,0,0,0,56.25
3235,2,7.804354191,21,441,12,0,1,1,0,0,0,58.75
3237,2,7.918165684,22,484,13,0,1,1,0,0,0,50.25
3238,2,7.592987061,24,576,16,1,1,1,0,0,0,55.75
3241,2,9.755443573,22,484,16,0,1,1,0,0,0,59.25
3242,2,9.153857231,20,400,12,0,1,1,0,0,0,52
3243,2,23.44558525,24,576,16,0,1,1,0,0,0,55
3247,2,9.023785591,19,361,12,0,1,1,0,0,0,50
3248,2,7.771833897,18,324,12,0,1,1,0,0,0,53.25
3251,2,8.942490578,18,324,12,0,1,1,0,0,0,57
3252,2,6.08089304,20,400,12,0,1,1,0,0,0,43.5
3255,2,12.19430447,21,441,13,0,1,1,0,0,0,62.25
3261,2,4.259877205,21,441,9,1,1,1,0,0,0,36.75
3277,2,17.88498116,24,576,12,0,1,1,0,0,0,59
3279,2,10.031847,22,484,12,0,1,1,0,0,0,40
3280,2,8.779899597,18,324,12,0,1,1,0,0,0,52
3293,2,5.414271355,24,576,12,0,1,1,0,0,0,55
3295,2,6.698736668,19,361,13,0,1,1,0,0,0,61.25
3296,2,10.08062363,20,400,8,0,1,1,0,0,0,57
3297,2,8.129535675,23,529,12,1,1,1,0,0,0,38.25
3307,2,15.54366779,24,576,15,1,1,1,0,0,0,37.5
3311,2,15.4461174,20,400,11,1,1,0,1,0,0,41
3318,2,5.284199238,21,441,7,1,1,0,1,0,0,31.75
3319,2,7.31658268,22,484,10,0,1,0,1,0,0,34
3329,2,6.243483067,19,361,12,0,1,0,1,0,0,57
3335,2,7.966945648,21,441,12,0,1,0,1,0,0,51.25
3338,2,4.194839954,22,484,16,0,1,0,1,0,0,60.25
3342,2,5.690674305,22,484,16,0,1,0,1,0,0,44.25
3344,2,5.284199238,24,576,12,0,1,0,1,0,0,54.25
3347,2,14.22668552,24,576,12,0,1,0,1,0,0,51.75
3359,2,12.19430447,22,484,12,0,1,0,1,0,0,59.5
3362,2,5.690674305,24,576,12,0,1,0,1,0,0,46.25
3364,2,9.86925602,22,484,14,0,1,0,1,0,0,57.5
3369,2,7.072695255,22,484,16,0,1,0,1,0,0,61.25
3374,2,4.877721786,19,361,12,0,1,0,1,0,0,50.25
3375,2,14.63316536,23,529,12,0,1,0,1,0,0,49.75
3381,2,10.82854271,20,400,12,0,1,0,1,0,0,59.5
3383,2,7.934424877,21,441,14,0,1,0,1,0,0,56.25
3389,2,20.56772614,23,529,12,0,1,0,1,0,0,60.5
3392,2,5.072831154,24,576,13,1,1,0,1,0,0,46.25
3396,2,8.129535675,19,361,12,0,1,0,1,0,0,58
3398,2,6.503628731,19,361,12,0,1,0,1,0,0,54.25
3399,2,13.41373539,24,576,12,0,1,0,1,0,0,60.75
3400,2,17.57605743,21,441,12,0,1,0,1,0,0,41.25
3401,2,8.373420715,21,441,12,0,1,0,1,0,0,47.75
3404,2,6.097152233,19,361,13,0,1,0,1,0,0,60
3409,2,10.56839848,19,361,13,0,1,0,1,0,0,52.25
3414,2,18.6979332,24,576,16,0,1,0,1,0,0,53.5
3416,2,12.19430447,20,400,12,0,1,0,1,0,0,51
3417,2,6.097152233,18,324,11,0,1,0,1,0,0,45
3419,2,9.446520805,25,625,14,0,1,0,1,0,0,50.75
3420,2,9.755443573,23,529,14,0,1,0,0,0,1,57.5
3424,2,7.723058701,23,529,14,0,1,0,1,0,0,60.25
3427,2,6.097152233,20,400,14,0,1,0,1,0,0,60.5
3430,2,6.503628731,22,484,16,0,1,0,1,0,0,63
3432,2,6.097152233,22,484,13,0,1,0,1,0,0,62.25
3433,2,12.64955425,24,576,16,0,1,0,1,0,0,60.5
3440,2,11.21875954,20,400,11,0,1,0,1,0,0,40.5
3445,2,4.064767838,22,484,12,0,1,0,1,0,0,57.5
3452,2,6.259741783,18,324,12,0,1,0,1,0,0,49.5
3461,2,16.25907135,20,400,14,0,1,0,0,0,1,60.25
3465,2,9.365224838,18,324,12,0,1,0,1,0,0,58.25
3467,2,7.31658268,24,576,12,0,1,0,1,0,0,49
3468,2,6.503628731,23,529,14,0,1,0,0,1,0,62.5
3470,2,12.50322628,22,484,12,0,0,0,1,0,0,50
3471,2,7.31658268,19,361,12,0,1,0,1,0,0,39.25
3473,2,8.893710136,19,361,12,0,1,0,1,0,0,46
3475,2,6.958881378,20,400,10,0,1,0,1,0,0,37.75
3478,2,16.25907135,23,529,12,0,1,0,1,0,0,52.25
3481,2,15.85259724,24,576,14,0,1,0,1,0,0,55
3482,2,16.25907135,23,529,13,0,1,0,1,0,0,40.75
3483,2,6.097152233,22,484,13,0,1,0,1,0,0,38.5
3486,2,14.99086285,23,529,14,0,1,0,1,0,0,59.75
3488,2,8.340903282,21,441,12,0,1,0,1,0,0,53
3491,2,6.243483067,19,361,12,0,0,0,1,0,0,43.75
3492,2,8.129535675,18,324,12,0,0,0,1,0,0,52
3493,2,9.86925602,24,576,12,0,1,0,0,0,1,56.25
3494,2,13.00725746,24,576,12,0,1,0,0,0,1,55.5
3495,2,10.64969254,25,625,12,0,0,0,1,0,0,51.5
3496,2,8.503495216,21,441,14,0,1,0,0,1,0,55.25
3498,2,8.975007057,22,484,14,0,1,0,1,0,0,45.25
3503,2,16.40540314,24,576,12,0,0,0,1,0,0,58.5
3505,2,11.20249844,22,484,12,0,1,0,1,0,0,52.75
3511,2,7.56046772,19,361,12,0,1,0,1,0,0,55.5
3513,2,7.105213642,20,400,12,0,1,0,1,0,0,42.25
3514,2,7.072695255,19,361,12,0,1,0,1,0,0,54.25
3515,2,17.77116776,23,529,16,0,1,0,1,0,0,63
3516,2,8.129535675,18,324,12,0,1,0,1,0,0,46
3518,2,8.503495216,24,576,12,0,1,0,1,0,0,45.75
3519,2,9.592852592,22,484,12,0,1,0,1,0,0,34.75
3523,2,4.064767838,19,361,12,0,1,0,1,0,0,49.75
3524,2,3.268072605,20,400,12,0,1,0,1,0,0,44
3525,2,8.942490578,23,529,16,0,1,0,0,0,1,63
3526,2,10.16192055,23,529,12,0,1,0,1,0,0,52.25
3528,2,6.503628731,20,400,13,0,1,0,1,0,0,48
3531,2,11.98293304,23,529,13,0,1,0,1,0,0,57.25
3533,2,9.365224838,23,529,13,0,1,0,1,0,0,59.25
3537,2,7.723058701,24,576,12,0,1,0,1,0,0,49
3538,2,19.3482914,25,625,12,1,1,0,1,0,0,56.5
3540,2,8.536011696,20,400,11,1,1,0,1,0,0,45.25
3541,2,8.324644089,20,400,10,1,1,0,0,0,1,32.5
3542,2,7.267804623,24,576,10,1,1,0,1,0,0,36.75
3547,2,9.690406799,22,484,13,1,1,0,1,0,0,47.25
3548,2,5.690674305,19,361,12,1,1,0,1,0,0,38.5
3550,2,13.73891354,21,441,12,0,1,0,1,0,0,57.25
3553,2,8.942490578,19,361,12,0,1,0,1,0,0,59
3556,2,14.6169014,22,484,12,0,1,0,1,0,0,44.25
3557,2,5.690674305,21,441,12,0,1,0,1,0,0,42.75
3563,2,10.22695637,22,484,12,0,1,0,1,0,0,43.5
3566,2,6.503628731,24,576,12,0,1,0,1,0,0,54.25
3567,2,11.05616856,21,441,12,0,1,0,1,0,0,58.5
3568,2,12.19430447,19,361,12,0,1,0,1,0,0,45.25
3569,2,9.755443573,18,324,12,0,1,0,1,0,0,40.25
3570,2,7.153991699,20,400,9,0,1,0,1,0,0,34.5
3571,2,6.097152233,18,324,9,0,1,0,1,0,0,37
3573,2,8.536011696,19,361,12,0,1,0,1,0,0,63.25
3575,2,15.62496471,24,576,12,0,1,0,1,0,0,48.75
3576,2,10.40580559,22,484,12,0,1,0,1,0,0,51.75
3577,2,8.129535675,20,400,12,0,1,0,1,0,0,30.25
3579,2,5.804487228,25,625,12,0,1,0,1,0,0,54.75
3580,2,7.446654797,22,484,12,0,1,0,1,0,0,57
3581,2,17.47850037,24,576,16,0,0,0,1,0,0,53.25
3584,2,8.129535675,22,484,12,0,1,0,1,0,0,43.25
3587,2,13.82021141,24,576,13,0,1,0,1,0,0,57.25
3588,2,9.283929825,20,400,13,0,1,0,0,1,0,46.5
3589,2,20.32384109,22,484,12,0,1,0,1,0,0,54.5
3590,2,12.19430447,22,484,13,0,0,0,1,0,0,61.5
3591,2,13.98279953,21,441,12,0,1,0,1,0,0,58.25
3592,2,8.129535675,19,361,12,0,1,0,1,0,0,53.75
3594,2,5.284199238,23,529,12,0,1,0,1,0,0,43.25
3595,2,10.16192055,21,441,12,0,1,0,1,0,0,51
3597,2,6.259741783,23,529,14,0,1,0,1,0,0,52.25
3598,2,12.61703777,22,484,12,0,1,0,1,0,0,40.25
3599,2,15.23474979,21,441,12,0,1,0,1,0,0,54
3600,2,15.47863293,23,529,12,0,1,0,1,0,0,57.75
3602,2,17.07202339,25,625,12,0,1,0,1,0,0,55.5
3603,2,7.527951241,22,484,12,0,1,0,1,0,0,52.5
3604,2,9.755443573,19,361,12,0,1,0,1,0,0,46.75
3605,2,7.397877216,23,529,12,0,1,0,1,0,0,59.25
3607,2,3.04044652,25,625,10,0,1,0,1,0,0,45.25
3608,2,14.90956688,24,576,16,0,1,0,1,0,0,61.75
3610,2,6.503628731,23,529,12,0,1,0,1,0,0,43.75
3611,2,9.934289932,21,441,12,0,1,0,1,0,0,50
3613,2,8.015720367,24,576,12,0,1,0,1,0,0,59
3620,2,8.275867462,20,400,12,0,1,0,1,0,0,51.5
3621,2,11.4301281,24,576,12,0,1,0,1,0,0,37
3623,2,8.129535675,19,361,13,0,1,0,1,0,0,61.75
3626,2,9.040043831,23,529,16,0,0,0,1,0,0,51.75
3628,2,15.62496471,24,576,15,0,1,0,1,0,0,57
3632,2,7.31658268,19,361,10,0,1,0,1,0,0,34
3637,2,9.316449165,24,576,12,0,0,0,1,0,0,43.75
3638,2,5.446787834,22,484,12,0,0,0,1,0,0,46.25
3639,2,7.804354191,19,361,9,0,0,0,1,0,0,30
3641,2,9.852995872,22,484,12,0,0,0,1,0,0,51.75
3644,2,5.446787834,18,324,11,0,1,0,1,0,0,44.25
3645,2,16.25907135,23,529,13,0,1,0,1,0,0,45.25
3646,2,31.26619148,24,576,10,0,1,0,1,0,0,60.5
3650,2,5.934562206,20,400,12,0,1,0,1,0,0,47.75
3651,2,10.56839848,22,484,12,0,0,0,1,0,0,54.5
3653,2,13.70639896,22,484,12,0,1,0,1,0,0,53.5
3657,2,3.65829134,21,441,11,0,1,0,1,0,0,34.75
3662,2,5.560602188,24,576,12,0,1,0,0,0,1,45.25
3667,2,5.446787834,20,400,14,0,1,0,1,0,0,57.25
3672,2,5.446787834,25,625,16,0,1,0,1,0,0,57.5
3683,2,12.79588699,23,529,16,0,1,0,1,0,0,63.75
3685,2,9.023785591,23,529,16,0,1,0,1,0,0,57.5
3692,2,5.446787834,21,441,12,1,1,0,1,0,0,37.5
3693,2,9.348966599,19,361,9,0,1,0,0,0,1,45.75
3694,2,9.348966599,23,529,11,0,1,0,1,0,0,51.75
3699,2,5.446787834,19,361,12,1,1,0,1,0,0,38
3706,2,8.129535675,24,576,13,0,1,0,0,1,0,53
3707,2,10.08062363,23,529,16,0,1,0,1,0,0,59.25
3708,2,11.56019783,21,441,12,0,1,0,1,0,0,60.25
3713,2,21.13679695,25,625,12,0,1,0,1,0,0,57
3715,2,9.771700859,23,529,12,0,1,0,1,0,0,60.25
3716,2,13.00725746,23,529,12,0,1,0,1,0,0,57.5
3717,2,11.05616856,19,361,12,0,1,0,1,0,0,60.5
3719,2,8.51975441,24,576,12,0,1,0,1,0,0,44.75
3726,2,8.61730957,21,441,10,0,1,0,1,0,0,54.75
3727,2,5.446787834,19,361,10,0,1,0,1,0,0,54.5
3730,2,15.91763306,24,576,14,0,1,0,1,0,0,61.75
3736,2,8.698601723,22,484,12,0,1,0,1,0,0,54.5
3737,2,9.153857231,20,400,12,0,1,0,1,0,0,52
3738,2,5.609379768,20,400,12,0,1,0,1,0,0,44
3739,2,9.901776314,21,441,12,0,1,0,1,0,0,53.75
3740,2,5.528084278,20,400,11,0,1,0,1,0,0,36.75
3746,2,25.28285408,21,441,12,0,1,0,1,0,0,45
3747,2,10.5846529,21,441,14,0,1,0,0,0,1,46.25
3750,2,7.072695255,19,361,12,0,1,0,1,0,0,56.25
3754,2,5.300456047,20,400,12,0,1,0,1,0,0,58.75
3756,2,5.446787834,18,324,11,0,1,0,1,0,0,51
3758,2,5.999597073,21,441,13,0,1,0,1,0,0,60.75
3764,2,16.25907135,24,576,12,0,1,0,1,0,0,59
3765,2,6.17844677,18,324,12,0,1,0,1,0,0,59.25
3767,2,8.536011696,20,400,9,0,1,0,1,0,0,56.5
3769,2,6.991399765,23,529,12,0,0,0,1,0,0,47
3770,2,8.194570541,20,400,12,0,1,0,1,0,0,52.5
3772,2,7.804354191,20,400,12,0,1,0,1,0,0,52.25
3775,2,7.658022404,21,441,13,0,1,0,1,0,0,56.5
3777,2,15.9338913,22,484,12,0,1,0,1,0,0,54.25
3782,2,15.62496471,24,576,14,0,1,0,1,0,0,60.5
3786,2,6.471110821,23,529,12,0,1,0,1,0,0,45.25
3788,2,9.348966599,20,400,12,0,1,0,1,0,0,56.5
3789,2,6.097152233,24,576,12,0,1,0,1,0,0,56.25
3791,2,12.60078049,24,576,12,0,1,0,1,0,0,57.5
3797,2,5.446787834,18,324,11,0,1,0,1,0,0,58.25
3798,2,7.105213642,20,400,13,0,1,0,1,0,0,50.75
3801,2,18.89304161,23,529,12,0,1,0,1,0,0,46.5
3806,2,9.527813911,23,529,14,0,1,0,1,0,0,56.75
3810,2,8.942490578,19,361,12,0,1,0,0,1,0,43.75
3814,2,6.649960995,22,484,12,0,1,0,1,0,0,52.75
3821,2,5.690674305,23,529,11,1,1,0,1,0,0,33.25
3828,2,5.853265762,17,289,11,1,1,0,0,1,0,36.75
3829,2,5.593119621,22,484,12,0,1,0,1,0,0,51.75
3831,2,8.292126656,22,484,12,0,1,0,1,0,0,45.75
3832,2,7.088956356,19,361,12,0,0,0,1,0,0,44.5
3834,2,6.048374176,18,324,12,0,1,0,1,0,0,59.75
3835,2,13.00725746,21,441,13,0,1,0,1,0,0,58.5
3839,2,12.76337051,23,529,12,0,1,0,1,0,0,48.75
3844,2,5.690674305,21,441,12,0,1,0,0,1,0,61
3845,2,8.129535675,22,484,12,0,1,0,1,0,0,51.25
3847,2,25.1365242,23,529,12,0,1,0,1,0,0,55
3849,2,6.731255531,20,400,12,0,1,0,1,0,0,48
3850,2,6.763774395,21,441,12,0,1,0,1,0,0,52.5
3851,2,5.446787834,20,400,12,0,1,0,1,0,0,48.25
3859,2,7.235287666,22,484,12,0,1,0,1,0,0,38.25
3867,2,9.755443573,22,484,13,0,1,0,1,0,0,58
3869,2,6.763774395,23,529,13,0,1,0,1,0,0,56.5
3872,2,6.048374176,24,576,16,0,1,0,1,0,0,61.25
3882,2,6.097152233,24,576,16,0,1,0,0,1,0,61.5
3883,2,10.5846529,22,484,14,0,1,0,1,0,0,58.75
3888,2,5.771971226,18,324,12,0,1,0,1,0,0,53.75
3892,2,7.31658268,19,361,13,0,0,0,0,1,0,60.5
3905,2,6.503628731,21,441,12,0,1,0,1,0,0,35.75
3906,2,6.097152233,20,400,12,0,1,0,1,0,0,39.5
3908,2,11.72279263,22,484,13,0,1,0,1,0,0,49.25
3923,2,5.690674305,19,361,12,0,1,0,0,0,1,51.5
3927,2,6.747513294,22,484,12,0,1,0,0,0,1,46.5
3928,2,11.38134861,22,484,12,0,1,0,0,0,1,35
3929,2,16.25907135,24,576,12,0,1,0,0,0,1,45.25
3932,2,7.31658268,20,400,12,1,1,0,0,0,1,42.5
3934,2,6.17844677,21,441,11,1,1,0,0,0,1,37.25
3936,2,6.17844677,18,324,12,1,1,0,0,0,1,31.75
3937,2,9.755443573,22,484,12,1,1,0,0,0,1,41.25
3938,2,4.081027508,20,400,11,1,1,0,0,0,1,33.25
3942,2,6.503628731,24,576,11,1,1,0,0,0,1,34.5
3949,2,8.129535675,22,484,14,1,1,0,0,0,1,42.5
3955,2,5.446787834,20,400,10,1,1,0,0,0,1,32.25
3956,2,6.17844677,19,361,12,1,1,0,0,0,1,52.5
3957,2,9.72292614,21,441,12,1,1,0,0,0,1,46.25
3958,2,7.674282074,21,441,8,1,1,0,0,0,1,36
3959,2,8.031981468,18,324,12,1,1,0,0,0,1,40.25
3961,2,10.56839848,19,361,8,0,1,0,0,0,1,46.25
3962,2,7.674282074,23,529,12,0,1,0,0,0,1,61
3963,2,8.389679909,19,361,12,0,1,0,0,0,1,44
3964,2,8.129535675,23,529,16,0,0,0,1,0,0,58.5
3970,2,9.170117378,24,576,16,0,1,0,0,0,1,56.75
3974,2,6.503628731,22,484,13,1,1,0,0,0,1,48
3985,2,13.00725746,24,576,11,0,1,0,0,0,1,46.5
3990,2,10.06436539,23,529,12,0,1,0,0,0,1,49.25
3991,2,4.064767838,20,400,9,0,1,0,0,0,1,34.75
3999,2,8.942490578,18,324,11,0,1,0,0,0,1,43.25
4000,2,16.25907135,23,529,7,0,1,0,0,0,1,44.75
4004,2,16.25907135,23,529,12,0,1,0,0,0,1,54.25
4005,2,7.479173183,22,484,9,1,1,0,0,0,1,42.75
4008,2,7.007660389,24,576,12,1,1,0,0,0,1,37.75
4016,2,5.902043343,23,529,13,1,1,0,0,0,1,34.25
4018,2,7.31658268,22,484,11,0,1,0,0,0,1,32.5
4025,2,8.129535675,19,361,9,0,1,0,0,0,1,45
4027,2,8.828673363,22,484,13,0,1,0,0,0,1,53.5
4029,2,6.097152233,18,324,9,0,1,0,0,0,1,45.25
4033,2,8.991268158,23,529,15,0,1,0,0,0,1,58.5
4034,2,7.56046772,21,441,12,0,1,0,0,0,1,54.5
4035,2,6.097152233,20,400,13,0,1,0,0,0,1,50.5
4037,2,6.910105705,18,324,12,0,1,0,0,0,1,58
4039,2,10.76350498,23,529,14,0,1,0,0,0,1,58.75
4045,2,16.25907135,20,400,12,0,1,0,0,0,1,46.5
4046,2,7.153991699,22,484,9,0,1,0,0,0,1,36.5
4047,2,6.097152233,19,361,9,0,1,0,0,0,1,29
4048,2,48.02928543,22,484,11,0,1,0,0,0,1,58
4050,2,8.162055016,20,400,12,0,1,0,0,0,1,53
4053,2,8.129535675,22,484,13,0,1,0,0,0,1,49.75
4060,2,8.129535675,24,576,13,0,1,0,1,0,0,60.25
4065,2,5.853265762,18,324,12,0,1,0,0,0,1,52.5
4068,2,7.31658268,19,361,8,0,1,0,0,0,1,36.25
4070,2,12.69833088,20,400,8,1,1,0,0,0,1,36.5
4072,2,8.129535675,20,400,10,1,0,0,0,0,1,37.25
4080,2,4.975275993,20,400,12,0,0,0,0,0,1,50.75
4088,2,23.44558525,24,576,13,0,1,0,0,0,1,58.25
4090,2,6.910105705,18,324,12,0,0,0,0,0,1,49
4091,2,21.33189964,22,484,12,0,0,0,0,0,1,50
4097,2,5.690674305,20,400,12,0,0,0,0,0,1,57.25
4098,2,7.202768326,18,324,9,0,0,0,0,0,1,35.5
4100,2,5.983337879,21,441,12,0,0,0,0,0,1,45.25
4102,2,5.072831154,19,361,12,0,1,0,0,0,1,55.25
4103,2,6.763774395,23,529,12,0,1,0,0,0,1,50.5
4104,2,6.243483067,21,441,12,0,1,0,0,0,1,49.25
4105,2,6.503628731,23,529,12,0,1,0,0,0,1,48.25
4106,2,5.690674305,18,324,12,0,1,0,0,0,1,61
4110,2,5.609379768,20,400,12,0,0,0,0,0,1,47.75
4113,2,8.129535675,20,400,12,0,1,0,0,0,1,37.75
4117,2,5.853265762,20,400,9,0,1,0,0,0,1,43
4119,2,5.690674305,25,625,9,0,1,0,0,0,1,41
4120,2,10.16192055,21,441,10,0,1,0,0,0,1,47
4121,2,7.723058701,24,576,12,0,0,0,0,0,1,38.25
4122,2,12.60078049,24,576,17,0,1,1,0,0,0,62.5
4125,2,6.097152233,19,361,12,0,1,0,0,0,1,49.5
4128,2,8.129535675,23,529,12,0,1,0,0,0,1,55.75
4132,2,5.414271355,20,400,12,0,1,0,0,0,1,47.75
4138,2,8.129535675,18,324,9,0,1,0,0,0,1,31
4140,2,7.349101067,22,484,13,0,1,0,0,0,1,49
4143,2,7.31658268,19,361,11,0,0,0,0,0,1,54.5
4149,2,16.25907135,22,484,12,1,1,0,0,0,1,49
4158,2,8.942490578,18,324,10,0,1,0,0,0,1,40.75
4160,2,6.341038704,20,400,12,0,1,0,0,0,1,47.75
4162,2,7.51169014,21,441,12,0,1,0,0,0,1,46.75
4170,2,7.56046772,22,484,14,0,1,0,0,0,1,55.5
4176,2,3.804623365,18,324,12,1,1,0,0,0,1,35.25
4179,2,11.96667576,24,576,13,1,1,0,0,0,1,46.75
4181,2,6.21096611,19,361,11,1,1,0,0,0,1,45
4188,2,4.959015846,19,361,12,0,1,0,0,0,1,54.25
4196,2,12.11300755,22,484,12,1,1,0,0,0,1,29.25
4201,2,11.38134861,20,400,12,1,1,0,0,0,1,31.5
4202,2,5.154124737,18,324,12,1,1,0,0,0,1,33.25
4204,2,16.25907135,22,484,15,1,1,0,0,0,1,42
4205,2,4.568799496,21,441,12,1,1,0,0,0,1,28
4220,2,6.503628731,19,361,10,0,0,0,0,0,1,50.5
4221,2,14.22668552,18,324,11,0,0,0,0,0,1,34
4236,2,10.71472931,24,576,13,0,1,0,0,0,1,60
4238,2,14.63316536,23,529,14,0,1,0,0,0,1,61.5
4239,2,13.60884285,22,484,12,0,1,0,0,0,1,48.75
4240,2,9.755443573,23,529,12,0,1,0,0,0,1,51.75
4242,2,8.942490578,19,361,12,0,1,0,0,0,1,47.75
4251,2,6.601183891,19,361,12,0,1,0,0,0,1,40.25
4253,2,9.365224838,23,529,8,0,1,0,0,0,1,55.5
4254,2,6.503628731,19,361,12,0,1,0,0,0,1,49
4256,2,2.926632881,23,529,12,0,1,0,0,0,1,42.25
4257,2,11.25127792,24,576,14,0,1,0,0,0,1,51
4260,2,9.023785591,24,576,13,0,1,0,0,0,1,62.5
4263,2,11.70653152,19,361,8,0,1,0,0,0,1,42
4267,2,7.918165684,24,576,13,0,1,0,0,0,1,42.5
4270,2,3.967212439,21,441,14,1,1,0,0,0,1,41.75
4278,2,13.00725746,22,484,12,0,1,0,0,0,1,55.25
4279,2,10.56839848,23,529,12,0,1,0,0,0,1,59.25
4292,2,10.56839848,24,576,13,0,1,0,0,0,1,55
4296,2,9.495299339,23,529,16,0,1,0,0,0,1,53.25
4297,2,20.32384109,21,441,13,0,1,0,0,0,1,50.75
4300,2,6.503628731,20,400,12,0,1,0,0,0,1,58.25
4301,2,15.62496471,22,484,12,0,1,0,0,0,1,53
4303,2,8.097016335,18,324,12,0,1,0,0,0,1,50.75
4306,2,7.56046772,24,576,14,0,1,0,0,0,1,59
4307,2,8.292126656,20,400,14,0,1,0,0,0,1,61
4311,2,15.62496471,23,529,15,1,1,0,0,0,1,54.5
4312,2,9.755443573,20,400,12,1,1,0,0,0,1,31.75
4323,2,5.609379768,21,441,12,1,1,0,0,1,0,49.25
4324,2,5.072831154,19,361,12,1,1,0,0,1,0,36.5
4328,2,5.446787834,23,529,12,0,1,0,0,1,0,54
4330,2,14.35675907,20,400,12,0,1,0,0,1,0,37
4333,2,10.08062363,19,361,11,0,1,0,0,1,0,49.25
4335,2,11.57645988,22,484,11,0,1,0,0,1,0,39.5
4337,2,7.397877216,22,484,13,0,1,0,0,1,0,53.75
4339,2,4.064767838,18,324,12,0,1,0,0,1,0,52
4342,2,6.097152233,20,400,11,0,1,0,0,1,0,48
